Time(s),RA(V),LA(V),LL(V),RL(V),V1(V),V2(V),V3(V),V4(V),V5(V),V6(V),WCT(V)
0.2437,2049.368287,2049.266188,2048.608543,2047.500000,2047.763097,2046.693630,2046.032367,2046.207444,2047.153596,2046.498704,2049.081632
0.2450,2049.411360,2049.257415,2048.506959,2047.500000,2047.690325,2046.666492,2045.862480,2046.110060,2047.069216,2046.508301,2049.058521
0.2462,2049.463855,2049.236946,2048.414252,2047.500000,2047.627350,2046.538559,2045.607650,2046.052515,2046.949307,2046.501903,2049.038299
0.2475,2049.520388,2049.198932,2048.331407,2047.500000,2047.607758,2046.422255,2045.352820,2046.118913,2046.811633,2046.463515,2049.016633
0.2487,2049.578267,2049.149222,2048.260397,2047.500000,2047.674931,2046.410625,2045.192371,2046.278269,2046.696165,2046.393136,2048.996412
0.2500,2049.633455,2049.081966,2048.201222,2047.500000,2047.841466,2046.507544,2045.182933,2046.415493,2046.633990,2046.335554,2048.973301
0.2512,2049.685950,2049.003014,2048.150924,2047.500000,2048.061180,2046.616094,2045.282033,2046.406639,2046.616226,2046.329156,2048.947301
0.2525,2049.733061,2048.912365,2048.110488,2047.500000,2048.236111,2046.623848,2045.404729,2046.238430,2046.611785,2046.380340,2048.918413
0.2537,2049.774788,2048.815868,2048.075969,2047.500000,2048.280893,2046.495914,2045.466077,2046.021529,2046.580697,2046.460316,2048.889525
0.2550,2049.811130,2048.716447,2048.045395,2047.500000,2048.181532,2046.325336,2045.451920,2045.924144,2046.514081,2046.508301,2048.857748
0.2562,2049.842089,2048.619950,2048.017780,2047.500000,2048.003802,2046.240046,2045.395291,2046.043662,2046.425260,2046.501903,2048.827415
0.2575,2049.870356,2048.532226,2047.988193,2047.500000,2047.844265,2046.305952,2045.343381,2046.340241,2046.358644,2046.441122,2048.797083
0.2587,2049.898622,2048.456198,2047.956633,2047.500000,2047.775692,2046.472653,2045.300910,2046.654527,2046.323115,2046.357947,2048.769639
0.2600,2049.925543,2048.394791,2047.920142,2047.500000,2047.798083,2046.604464,2045.230124,2046.827163,2046.300910,2046.268374,2048.746528
0.2612,2049.953809,2048.353852,2047.878719,2047.500000,2047.863857,2046.581203,2045.107428,2046.791750,2046.256499,2046.166005,2048.729195
0.2625,2049.982076,2048.336308,2047.830393,2047.500000,2047.919835,2046.410625,2044.965855,2046.610261,2046.154354,2046.038044,2048.716195
0.2637,2050.011688,2048.336308,2047.776149,2047.500000,2047.938028,2046.201279,2044.862036,2046.397786,2046.007799,2045.874894,2048.707529
0.2650,2050.038609,2048.356777,2047.715002,2047.500000,2047.922634,2046.073345,2044.843159,2046.207444,2045.861243,2045.702146,2048.703196
0.2662,2050.060146,2048.394791,2047.647937,2047.500000,2047.877852,2046.081098,2044.885631,2046.012676,2045.750216,2045.545394,2048.700307
0.2675,2050.073606,2048.441577,2047.575941,2047.500000,2047.803681,2046.162511,2044.890350,2045.751509,2045.674718,2045.414234,2048.697418
0.2687,2050.076298,2048.491288,2047.498028,2047.500000,2047.701521,2046.228416,2044.772373,2045.392957,2045.603661,2045.283074,2048.688752
0.2700,2050.062838,2048.535150,2047.416169,2047.500000,2047.602160,2046.212909,2044.522262,2045.025553,2045.501516,2045.123122,2048.671419
0.2712,2050.030533,2048.573164,2047.332338,2047.500000,2047.554579,2046.147004,2044.224960,2044.773239,2045.377166,2044.940778,2048.645419
0.2725,2049.976692,2048.590709,2047.246534,2047.500000,2047.604959,2046.108236,2044.012602,2044.728973,2045.266139,2044.771229,2048.604976
0.2737,2049.898622,2048.587785,2047.160731,2047.500000,2047.753301,2046.135373,2043.937096,2044.830784,2045.195082,2044.649666,2048.548644
0.2750,2049.797670,2048.555619,2047.075913,2047.500000,2047.953422,2046.212909,2043.960692,2044.941448,2045.163994,2044.595283,2048.476423
0.2762,2049.672489,2048.491288,2046.993069,2047.500000,2048.136750,2046.267184,2043.998444,2044.906035,2045.119584,2044.582487,2048.385425
0.2775,2049.523080,2048.391866,2046.912196,2047.500000,2048.258502,2046.243923,2043.998444,2044.702414,2045.039644,2044.582487,2048.275650
0.2787,2049.352135,2048.254431,2046.836255,2047.500000,2048.318678,2046.170264,2043.993725,2044.450100,2044.941941,2044.601681,2048.148541
0.2800,2049.162345,2048.084830,2046.766231,2047.500000,2048.345268,2046.115989,2044.083388,2044.321729,2044.906412,2044.675258,2048.004100
0.2812,2048.952364,2047.880140,2046.702125,2047.500000,2048.370458,2046.154757,2044.328780,2044.432393,2045.012998,2044.844807,2047.845215
0.2825,2048.724886,2047.643283,2046.645909,2047.500000,2048.405444,2046.294321,2044.706306,2044.742253,2045.270580,2045.110326,2047.671885
0.2838,2048.478562,2047.380110,2046.600542,2047.500000,2048.462822,2046.488160,2045.112147,2045.114084,2045.603661,2045.404637,2047.487000
0.2850,2048.216087,2047.093543,2046.565037,2047.500000,2048.569180,2046.674246,2045.433044,2045.415090,2045.901213,2045.650962,2047.292005
0.2863,2047.933421,2046.786507,2046.541367,2047.500000,2048.756706,2046.825440,2045.631245,2045.596579,2046.069974,2045.810913,2047.086898
0.2875,2047.630565,2046.464850,2046.531504,2047.500000,2049.035197,2046.965004,2045.753941,2045.693963,2046.118826,2045.913282,2046.876014
0.2888,2047.307518,2046.131497,2046.535449,2047.500000,2049.364068,2047.123952,2045.886075,2045.791348,2046.123267,2046.034845,2046.657907
0.2900,2046.961589,2045.789371,2046.553202,2047.500000,2049.652355,2047.321668,2046.084277,2045.932997,2046.167677,2046.210792,2046.435468
0.2913,2046.592777,2045.444321,2046.585748,2047.500000,2049.825887,2047.546521,2046.357983,2046.123340,2046.292027,2046.428326,2046.207251
0.2925,2046.203775,2045.099271,2046.633088,2047.500000,2049.873468,2047.779128,2046.697757,2046.357947,2046.482994,2046.623466,2045.977589
0.2938,2045.794582,2044.754221,2046.694235,2047.500000,2049.852476,2048.038872,2047.094159,2046.645674,2046.705047,2046.757826,2045.747927
0.2950,2045.370583,2044.415019,2046.766231,2047.500000,2049.838482,2048.356768,2047.556629,2047.021931,2046.958189,2046.856995,2045.516821
0.2963,2044.938508,2044.081666,2046.847104,2047.500000,2049.866471,2048.752200,2048.085166,2047.500000,2047.282387,2047.000952,2045.288604
0.2975,2044.503741,2043.760009,2046.932907,2047.500000,2049.905655,2049.198030,2048.651455,2048.048894,2047.708731,2047.269670,2045.066165
0.2988,2044.075704,2043.450049,2047.022656,2047.500000,2049.911253,2049.632229,2049.179992,2048.593361,2048.223895,2047.672748,2044.849503
0.3000,2043.663820,2043.154710,2047.110432,2047.500000,2049.884663,2049.985016,2049.609428,2049.058149,2048.756824,2048.152602,2044.642952
0.3013,2043.276164,2042.876915,2047.195249,2047.500000,2049.897258,2050.237007,2049.911449,2049.416701,2049.205373,2048.603665,2044.449400
0.3025,2042.923504,2042.619590,2047.273163,2047.500000,2050.033005,2050.423092,2050.109650,2049.686721,2049.494043,2048.949160,2044.271738
0.3038,2042.612572,2042.388582,2047.342200,2047.500000,2050.305898,2050.582040,2050.246503,2049.890343,2049.609511,2049.169893,2044.114297
0.3050,2042.350096,2042.183891,2047.401375,2047.500000,2050.633369,2050.740988,2050.364480,2050.049699,2049.591747,2049.291456,2043.978522
0.3063,2042.138770,2042.005518,2047.449701,2047.500000,2050.881072,2050.865045,2050.477738,2050.160363,2049.507366,2049.349038,2043.864413
0.3075,2041.981285,2041.859310,2047.487179,2047.500000,2050.963640,2050.923197,2050.614591,2050.217908,2049.400780,2049.365033,2043.776304
0.3088,2041.874948,2041.742344,2047.516766,2047.500000,2050.906262,2050.911567,2050.793916,2050.253321,2049.303077,2049.336242,2043.711306
0.3100,2041.813031,2041.654620,2047.537477,2047.500000,2050.816697,2050.896059,2051.039308,2050.315293,2049.209814,2049.256266,2043.667973
0.3113,2041.788803,2041.590288,2047.554244,2047.500000,2050.801303,2050.965841,2051.327172,2050.430383,2049.125434,2049.147499,2043.644863
0.3125,2041.790149,2041.546426,2047.568051,2047.500000,2050.882472,2051.179064,2051.596160,2050.580886,2049.072141,2049.051529,2043.634752
0.3137,2041.802263,2041.514261,2047.580872,2047.500000,2051.001425,2051.527975,2051.775484,2050.731389,2049.072141,2049.013140,2043.633307
0.3150,2041.810339,2041.487943,2047.594680,2047.500000,2051.095188,2051.935037,2051.846271,2050.837627,2049.143198,2049.061126,2043.631863
0.3162,2041.796879,2041.455777,2047.611446,2047.500000,2051.155364,2052.318838,2051.850990,2050.912878,2049.289753,2049.169893,2043.620308
0.3175,2041.744384,2041.403143,2047.629198,2047.500000,2051.240731,2052.659994,2051.884023,2051.014689,2049.476279,2049.275460,2043.592864
0.3187,2041.640740,2041.324191,2047.647937,2047.500000,2051.410064,2052.981767,2052.025596,2051.191752,2049.658363,2049.320247,2043.537976
0.3200,2041.469794,2041.210149,2047.666676,2047.500000,2051.652169,2053.326801,2052.304021,2051.479478,2049.787154,2049.285058,2043.448423
0.3212,2041.224817,2041.049320,2047.683442,2047.500000,2051.869084,2053.691218,2052.672109,2051.838030,2049.862652,2049.214679,2043.319870
0.3225,2040.901770,2040.841706,2047.696263,2047.500000,2051.930660,2054.020744,2053.077950,2052.223140,2049.924827,2049.201883,2043.146540
0.3237,2040.497962,2040.578532,2047.703167,2047.500000,2051.758527,2054.249474,2053.479072,2052.608251,2050.044736,2049.323446,2042.926990
0.3250,2040.020122,2040.265648,2047.700208,2047.500000,2051.369480,2054.350271,2053.889631,2053.019921,2050.293436,2049.592164,2042.662662
0.3262,2039.479018,2039.908901,2047.687387,2047.500000,2050.858681,2054.365778,2054.319067,2053.502416,2050.688692,2049.960052,2042.357891
0.3275,2038.886766,2039.511216,2047.663717,2047.500000,2050.328289,2054.361901,2054.762661,2054.095576,2051.194975,2050.366329,2042.019898
0.3287,2038.262209,2039.084290,2047.626240,2047.500000,2049.832884,2054.377408,2055.177940,2054.768413,2051.732345,2050.779004,2041.657351
0.3300,2037.624192,2038.642743,2047.577914,2047.500000,2049.358470,2054.377408,2055.512994,2055.432397,2052.251951,2051.220469,2041.281804
0.3312,2036.995596,2038.201196,2047.519725,2047.500000,2048.854668,2054.280489,2055.748948,2055.985717,2052.722705,2051.735513,2040.906256
0.3325,2036.395268,2037.774270,2047.453646,2047.500000,2048.278094,2054.009114,2055.895239,2056.353121,2053.149048,2052.304940,2040.540820
0.3337,2035.842050,2037.379509,2047.383623,2047.500000,2047.620353,2053.555531,2055.966026,2056.521331,2053.522098,2052.845576,2040.201383
0.3350,2035.352096,2037.025687,2047.312613,2047.500000,2046.905234,2052.962383,2055.947149,2056.543464,2053.797445,2053.239056,2039.896612
0.3362,2034.936173,2036.733272,2047.246534,2047.500000,2046.173321,2052.295577,2055.805577,2056.472639,2053.912913,2053.402206,2039.638062
0.3375,2034.605051,2036.508112,2047.187359,2047.500000,2045.448406,2051.586126,2055.484680,2056.322136,2053.819650,2053.341425,2039.432955
0.3387,2034.360073,2036.358980,2047.142978,2047.500000,2044.736086,2050.814647,2054.979738,2056.069822,2053.530980,2053.133488,2039.287070
0.3400,2034.201242,2036.294649,2047.116350,2047.500000,2044.025165,2049.965632,2054.337944,2055.675858,2053.135725,2052.883964,2039.203294
0.3412,2034.124518,2036.315118,2047.113391,2047.500000,2043.312844,2049.081726,2053.653677,2055.149097,2052.753792,2052.653634,2039.184516
0.3425,2034.123172,2036.423312,2047.137061,2047.500000,2042.629913,2048.255972,2053.035478,2054.564791,2052.478446,2052.477687,2039.227849
0.3438,2034.186436,2036.616306,2047.191304,2047.500000,2042.028149,2047.604673,2052.554132,2054.033604,2052.331890,2052.365721,2039.331846
0.3450,2034.304886,2036.888252,2047.277108,2047.500000,2041.559333,2047.178227,2052.214359,2053.648493,2052.283038,2052.343328,2039.490732
0.3463,2034.467756,2037.233302,2047.396444,2047.500000,2041.226264,2046.922360,2051.964248,2053.405032,2052.269715,2052.413707,2039.698727
0.3475,2034.661584,2037.642683,2047.547340,2047.500000,2040.970165,2046.716890,2051.733013,2053.219116,2052.251951,2052.548066,2039.950055
0.3488,2034.878294,2038.101775,2047.727823,2047.500000,2040.705668,2046.453269,2051.464025,2052.984509,2052.229745,2052.669629,2040.236049
0.3500,2035.107119,2038.601805,2047.935922,2047.500000,2040.373999,2046.115989,2051.152566,2052.674650,2052.220863,2052.708017,2040.548042
0.3513,2035.341328,2039.125228,2048.164731,2047.500000,2039.997547,2045.798093,2050.855264,2052.364790,2052.229745,2052.656833,2040.877368
0.3525,2035.576883,2039.657424,2048.411293,2047.500000,2039.665877,2045.631392,2050.638187,2052.170022,2052.251951,2052.583255,2041.215361
0.3538,2035.808400,2040.183771,2048.666731,2047.500000,2039.469954,2045.681790,2050.539086,2052.170022,2052.256392,2052.564061,2041.553353
0.3550,2036.035878,2040.692574,2048.925128,2047.500000,2039.437766,2045.910520,2050.539086,2052.307245,2052.216422,2052.637639,2041.884124
0.3563,2036.259319,2041.172135,2049.179580,2047.500000,2039.507739,2046.193525,2050.586277,2052.431189,2052.132042,2052.752804,2042.203339
0.3575,2036.481414,2041.604909,2049.423184,2047.500000,2039.580510,2046.422255,2050.605153,2052.400203,2052.038779,2052.832780,2042.502332
0.3588,2036.706200,2041.987973,2049.648048,2047.500000,2039.607100,2046.573450,2050.581558,2052.192154,2051.976604,2052.839178,2042.779659
0.3600,2036.937717,2042.309630,2049.850229,2047.500000,2039.622494,2046.716890,2050.543805,2051.913281,2051.976604,2052.823182,2043.032432
0.3613,2037.184040,2042.569879,2050.021836,2047.500000,2039.730252,2046.957251,2050.529648,2051.714086,2052.043220,2052.851974,2043.259204
0.3625,2037.449208,2042.768722,2050.159911,2047.500000,2040.024136,2047.313915,2050.567401,2051.678673,2052.132042,2052.951144,2043.458533
0.3638,2037.738604,2042.903233,2050.260508,2047.500000,2040.529338,2047.732607,2050.642906,2051.762778,2052.198658,2053.059911,2043.634752
0.3650,2038.057613,2042.982185,2050.318697,2047.500000,2041.192677,2048.104778,2050.718411,2051.855736,2052.203099,2053.082304,2043.786415
0.3663,2038.410272,2043.005578,2050.333491,2047.500000,2041.935785,2048.403290,2050.779759,2051.846883,2052.158688,2052.976736,2043.916412
0.3675,2038.797928,2042.988033,2050.301931,2047.500000,2042.697086,2048.678541,2050.831669,2051.745072,2052.074308,2052.797590,2044.029076
0.3688,2039.220581,2042.932474,2050.224017,2047.500000,2043.451390,2049.031328,2050.893017,2051.612275,2051.963281,2052.618445,2044.125852
0.3700,2039.676885,2042.850598,2050.098764,2047.500000,2044.183303,2049.484911,2050.935489,2051.492758,2051.790079,2052.471289,2044.208184
0.3713,2040.162801,2042.751177,2049.926170,2047.500000,2044.853639,2049.926864,2050.888298,2051.342255,2051.505850,2052.276149,2044.280404
0.3725,2040.672945,2042.648832,2049.709196,2047.500000,2045.398026,2050.140087,2050.661782,2051.054528,2051.066184,2051.917858,2044.343958
0.3738,2041.200588,2042.549410,2049.450799,2047.500000,2045.773078,2049.973386,2050.222908,2050.545474,2050.497726,2051.335634,2044.400290
0.3750,2041.739000,2042.461686,2049.154924,2047.500000,2045.995591,2049.453897,2049.637742,2049.850504,2049.871534,2050.606256,2044.450845
0.3762,2042.278757,2042.394430,2048.827490,2047.500000,2046.157927,2048.794845,2049.028981,2049.111268,2049.280871,2049.896072,2044.499955
0.3775,2042.814476,2042.356416,2048.476386,2047.500000,2046.386038,2048.279233,2048.533478,2048.487123,2048.774589,2049.329844,2044.549065
0.3787,2043.339427,2042.350568,2048.109501,2047.500000,2046.766688,2048.062133,2048.207862,2048.044467,2048.334922,2048.907572,2044.599619
0.3800,2043.845534,2042.382734,2047.736700,2047.500000,2047.290082,2048.100901,2047.995503,2047.708048,2047.904138,2048.526888,2044.654507
0.3812,2044.330104,2042.449989,2047.368829,2047.500000,2047.852661,2048.182313,2047.773707,2047.340644,2047.437825,2048.059830,2044.716617
0.3825,2044.790445,2042.555259,2047.014766,2047.500000,2048.307483,2048.116408,2047.419776,2046.853722,2046.931542,2047.471209,2044.785949
0.3837,2045.222520,2042.692694,2046.684373,2047.500000,2048.548188,2047.848910,2046.895958,2046.247283,2046.394172,2046.825005,2044.866836
0.3850,2045.629021,2042.853522,2046.387512,2047.500000,2048.557984,2047.480616,2046.254163,2045.618712,2045.839038,2046.210792,2044.956389
0.3862,2046.007255,2043.037744,2046.130101,2047.500000,2048.415241,2047.158843,2045.598212,2045.065392,2045.243934,2045.673355,2045.058943
0.3875,2046.361260,2043.227814,2045.920031,2047.500000,2048.238910,2046.965004,2045.022484,2044.622736,2044.599978,2045.177506,2045.170162
0.3887,2046.692383,2043.417884,2045.759272,2047.500000,2048.118557,2046.868085,2044.588329,2044.255331,2043.929375,2044.684855,2045.290049
0.3900,2047.001970,2043.599181,2045.648812,2047.500000,2048.080772,2046.775042,2044.276870,2043.914486,2043.312066,2044.185807,2045.417157
0.3912,2047.294058,2043.762934,2045.589638,2047.500000,2048.103163,2046.662615,2044.059792,2043.578067,2042.850194,2043.728346,2045.548599
0.3925,2047.568647,2043.903293,2045.578789,2047.500000,2048.160541,2046.577326,2043.904063,2043.277061,2042.579288,2043.363657,2045.682929
0.3937,2047.828431,2044.017335,2045.611335,2047.500000,2048.264100,2046.612217,2043.786086,2043.042453,2042.450497,2043.088541,2045.818704
0.3950,2048.074754,2044.099211,2045.682345,2047.500000,2048.455825,2046.790549,2043.705861,2042.878671,2042.366117,2042.861410,2045.951590
0.3962,2048.306271,2044.157694,2045.783928,2047.500000,2048.766503,2047.027033,2043.630356,2042.754727,2042.237326,2042.624681,2046.083031
0.3975,2048.524327,2044.189860,2045.911154,2047.500000,2049.179340,2047.162720,2043.517098,2042.644063,2042.037477,2042.378356,2046.207251
0.3987,2048.724886,2044.201556,2046.055147,2047.500000,2049.627165,2047.089061,2043.309459,2042.542252,2041.810982,2042.170420,2046.327137
0.4000,2048.909291,2044.204481,2046.209988,2047.500000,2050.033005,2046.825440,2043.002719,2042.484707,2041.602252,2042.032861,2046.441246
0.4012,2049.072161,2044.195708,2046.370746,2047.500000,2050.363275,2046.515298,2042.648788,2042.497986,2041.415727,2041.943289,2046.546688
0.4025,2049.210802,2044.186936,2046.531504,2047.500000,2050.636168,2046.340843,2042.346767,2042.573238,2041.220319,2041.834522,2046.643463
0.4037,2049.322522,2044.181087,2046.688318,2047.500000,2050.896466,2046.387364,2042.172161,2042.657343,2040.989383,2041.629784,2046.730128
